date,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,total_cases,total_deaths,hosp_patients,reproduction_rate
2020-03-01,33.0,1.0,4.71,0.14,73.0,1.0,,
2020-03-02,0.0,0.0,4.71,0.14,73.0,1.0,,
2020-03-03,0.0,0.0,4.71,0.14,73.0,1.0,,
2020-03-04,0.0,0.0,4.71,0.14,73.0,1.0,,
2020-03-05,0.0,0.0,4.71,0.14,73.0,1.0,,3.59
2020-03-06,0.0,0.0,4.71,0.14,73.0,1.0,,3.55
2020-03-07,0.0,0.0,4.71,0.14,73.0,1.0,,3.56
2020-03-08,391.0,18.0,55.86,2.57,464.0,19.0,,3.46
2020-03-09,0.0,0.0,55.86,2.57,464.0,19.0,,3.35
2020-03-10,0.0,0.0,55.86,2.57,464.0,19.0,,3.37
2020-03-11,0.0,0.0,55.86,2.57,464.0,19.0,,3.42
2020-03-12,0.0,0.0,55.86,2.57,464.0,19.0,,3.41
2020-03-13,0.0,0.0,55.86,2.57,464.0,19.0,,3.42
2020-03-14,0.0,0.0,55.86,2.57,464.0,19.0,,3.38
2020-03-15,3465.0,50.0,495.0,7.14,3929.0,69.0,,3.42
2020-03-16,0.0,0.0,495.0,7.14,3929.0,69.0,,3.58
2020-03-17,0.0,0.0,495.0,7.14,3929.0,69.0,,3.61
2020-03-18,0.0,0.0,495.0,7.14,3929.0,69.0,,3.6
2020-03-19,0.0,0.0,495.0,7.14,3929.0,69.0,,3.56
2020-03-20,0.0,0.0,495.0,7.14,3929.0,69.0,,3.47
2020-03-21,0.0,0.0,495.0,7.14,3929.0,69.0,,3.3
2020-03-22,27486.0,305.0,3926.57,43.57,31415.0,374.0,,3.18
2020-03-23,0.0,0.0,3926.57,43.57,31415.0,374.0,,2.98
2020-03-24,0.0,0.0,3926.57,43.57,31415.0,374.0,,2.75
2020-03-25,0.0,0.0,3926.57,43.57,31415.0,374.0,,2.57
2020-03-26,0.0,0.0,3926.57,43.57,31415.0,374.0,,2.43
2020-03-27,0.0,0.0,3926.57,43.57,31415.0,374.0,,2.32
2020-03-28,0.0,0.0,3926.57,43.57,31415.0,374.0,,2.22
2020-03-29,94894.0,1732.0,13556.29,247.43,126309.0,2106.0,,2.12
2020-03-30,0.0,0.0,13556.29,247.43,126309.0,2106.0,,2.02
2020-03-31,0.0,0.0,13556.29,247.43,126309.0,2106.0,,1.94
2020-04-01,0.0,0.0,13556.29,247.43,126309.0,2106.0,,1.85
2020-04-02,0.0,0.0,13556.29,247.43,126309.0,2106.0,,1.73
2020-04-03,0.0,0.0,13556.29,247.43,126309.0,2106.0,,1.63
2020-04-04,0.0,0.0,13556.29,247.43,126309.0,2106.0,,1.56
2020-04-05,176151.0,6642.0,25164.43,948.86,302460.0,8748.0,,1.49
2020-04-06,0.0,0.0,25164.43,948.86,302460.0,8748.0,,1.41
2020-04-07,0.0,0.0,25164.43,948.86,302460.0,8748.0,,1.33
2020-04-08,0.0,0.0,25164.43,948.86,302460.0,8748.0,,1.26
2020-04-09,0.0,0.0,25164.43,948.86,302460.0,8748.0,,1.21
2020-04-10,0.0,0.0,25164.43,948.86,302460.0,8748.0,,1.16
2020-04-11,0.0,0.0,25164.43,948.86,302460.0,8748.0,,1.13
2020-04-12,219172.0,13889.0,31310.29,1984.14,521632.0,22637.0,,1.11
2020-04-13,0.0,0.0,31310.29,1984.14,521632.0,22637.0,,1.08
2020-04-14,0.0,0.0,31310.29,1984.14,521632.0,22637.0,,1.05
2020-04-15,0.0,0.0,31310.29,1984.14,521632.0,22637.0,,1.02
2020-04-16,0.0,0.0,31310.29,1984.14,521632.0,22637.0,,1.01
2020-04-17,0.0,0.0,31310.29,1984.14,521632.0,22637.0,,1.01
2020-04-18,0.0,0.0,31310.29,1984.14,521632.0,22637.0,,1.02
2020-04-19,196150.0,15898.0,28021.43,2271.14,717782.0,38535.0,,1.03
2020-04-20,0.0,0.0,28021.43,2271.14,717782.0,38535.0,,1.03
2020-04-21,0.0,0.0,28021.43,2271.14,717782.0,38535.0,,1.02
2020-04-22,0.0,0.0,28021.43,2271.14,717782.0,38535.0,,1.01
2020-04-23,0.0,0.0,28021.43,2271.14,717782.0,38535.0,,1.0
2020-04-24,0.0,0.0,28021.43,2271.14,717782.0,38535.0,,0.99
2020-04-25,0.0,0.0,28021.43,2271.14,717782.0,38535.0,,1.0
2020-04-26,205165.0,14899.0,29309.29,2128.43,922947.0,53434.0,,0.99
2020-04-27,0.0,0.0,29309.29,2128.43,922947.0,53434.0,,0.98
2020-04-28,0.0,0.0,29309.29,2128.43,922947.0,53434.0,,0.97
2020-04-29,0.0,0.0,29309.29,2128.43,922947.0,53434.0,,0.97
2020-04-30,0.0,0.0,29309.29,2128.43,922947.0,53434.0,,0.96
2020-05-01,0.0,0.0,29309.29,2128.43,922947.0,53434.0,,0.97
2020-05-02,0.0,0.0,29309.29,2128.43,922947.0,53434.0,,0.96
2020-05-03,198436.0,13635.0,28348.0,1947.86,1121383.0,67069.0,,0.95
2020-05-04,0.0,0.0,28348.0,1947.86,1121383.0,67069.0,,0.95
2020-05-05,0.0,0.0,28348.0,1947.86,1121383.0,67069.0,,0.93
2020-05-06,0.0,0.0,28348.0,1947.86,1121383.0,67069.0,,0.92
2020-05-07,0.0,0.0,28348.0,1947.86,1121383.0,67069.0,,0.91
2020-05-08,0.0,0.0,28348.0,1947.86,1121383.0,67069.0,,0.91
2020-05-09,0.0,0.0,28348.0,1947.86,1121383.0,67069.0,,0.91
2020-05-10,182246.0,12758.0,26035.14,1822.57,1303629.0,79827.0,,0.91
2020-05-11,0.0,0.0,26035.14,1822.57,1303629.0,79827.0,,0.91
2020-05-12,0.0,0.0,26035.14,1822.57,1303629.0,79827.0,,0.92
2020-05-13,0.0,0.0,26035.14,1822.57,1303629.0,79827.0,,0.92
2020-05-14,0.0,0.0,26035.14,1822.57,1303629.0,79827.0,,0.92
2020-05-15,0.0,0.0,26035.14,1822.57,1303629.0,79827.0,,0.93
2020-05-16,0.0,0.0,26035.14,1822.57,1303629.0,79827.0,,0.94
2020-05-17,169032.0,10130.0,24147.43,1447.14,1472661.0,89957.0,,0.95
2020-05-18,0.0,0.0,24147.43,1447.14,1472661.0,89957.0,,0.95
2020-05-19,0.0,0.0,24147.43,1447.14,1472661.0,89957.0,,0.95
2020-05-20,0.0,0.0,24147.43,1447.14,1472661.0,89957.0,,0.95
2020-05-21,0.0,0.0,24147.43,1447.14,1472661.0,89957.0,,0.95
2020-05-22,0.0,0.0,24147.43,1447.14,1472661.0,89957.0,,0.94
2020-05-23,0.0,0.0,24147.43,1447.14,1472661.0,89957.0,,0.94
2020-05-24,166325.0,8558.0,23760.71,1222.57,1638986.0,98515.0,,0.95
2020-05-25,0.0,0.0,23760.71,1222.57,1638986.0,98515.0,,0.94
2020-05-26,0.0,0.0,23760.71,1222.57,1638986.0,98515.0,,0.94
2020-05-27,0.0,0.0,23760.71,1222.57,1638986.0,98515.0,,0.94
2020-05-28,0.0,0.0,23760.71,1222.57,1638986.0,98515.0,,0.95
2020-05-29,0.0,0.0,23760.71,1222.57,1638986.0,98515.0,,0.97
2020-05-30,0.0,0.0,23760.71,1222.57,1638986.0,98515.0,,0.98
2020-05-31,146436.0,6810.0,20919.43,972.86,1785422.0,105325.0,,0.99
2020-06-01,0.0,0.0,20919.43,972.86,1785422.0,105325.0,,0.99
2020-06-02,0.0,0.0,20919.43,972.86,1785422.0,105325.0,,1.0
2020-06-03,0.0,0.0,20919.43,972.86,1785422.0,105325.0,,1.0
2020-06-04,0.0,0.0,20919.43,972.86,1785422.0,105325.0,,1.02
2020-06-05,0.0,0.0,20919.43,972.86,1785422.0,105325.0,,1.01
2020-06-06,0.0,0.0,20919.43,972.86,1785422.0,105325.0,,1.0
2020-06-07,149780.0,5987.0,21397.14,855.29,1935202.0,111312.0,,1.0
2020-06-08,0.0,0.0,21397.14,855.29,1935202.0,111312.0,,1.0
2020-06-09,0.0,0.0,21397.14,855.29,1935202.0,111312.0,,1.01
2020-06-10,0.0,0.0,21397.14,855.29,1935202.0,111312.0,,1.02
2020-06-11,0.0,0.0,21397.14,855.29,1935202.0,111312.0,,1.04
2020-06-12,0.0,0.0,21397.14,855.29,1935202.0,111312.0,,1.06
2020-06-13,0.0,0.0,21397.14,855.29,1935202.0,111312.0,,1.08
2020-06-14,151876.0,5370.0,21696.57,767.14,2087078.0,116682.0,,1.09
2020-06-15,0.0,0.0,21696.57,767.14,2087078.0,116682.0,,1.11
2020-06-16,0.0,0.0,21696.57,767.14,2087078.0,116682.0,,1.13
2020-06-17,0.0,0.0,21696.57,767.14,2087078.0,116682.0,,1.16
2020-06-18,0.0,0.0,21696.57,767.14,2087078.0,116682.0,,1.18
2020-06-19,0.0,0.0,21696.57,767.14,2087078.0,116682.0,,1.2
2020-06-20,0.0,0.0,21696.57,767.14,2087078.0,116682.0,,1.22
2020-06-21,180021.0,4455.0,25717.29,636.43,2267099.0,121137.0,,1.24
2020-06-22,0.0,0.0,25717.29,636.43,2267099.0,121137.0,,1.26
2020-06-23,0.0,0.0,25717.29,636.43,2267099.0,121137.0,,1.28
2020-06-24,0.0,0.0,25717.29,636.43,2267099.0,121137.0,,1.29
2020-06-25,0.0,0.0,25717.29,636.43,2267099.0,121137.0,,1.29
2020-06-26,0.0,0.0,25717.29,636.43,2267099.0,121137.0,,1.3
2020-06-27,0.0,0.0,25717.29,636.43,2267099.0,121137.0,,1.3
2020-06-28,258278.0,6081.0,36896.86,868.71,2525377.0,127218.0,,1.3
2020-06-29,0.0,0.0,36896.86,868.71,2525377.0,127218.0,,1.29
2020-06-30,0.0,0.0,36896.86,868.71,2525377.0,127218.0,,1.27
2020-07-01,0.0,0.0,36896.86,868.71,2525377.0,127218.0,,1.26
2020-07-02,0.0,0.0,36896.86,868.71,2525377.0,127218.0,,1.24
2020-07-03,0.0,0.0,36896.86,868.71,2525377.0,127218.0,,1.22
2020-07-04,0.0,0.0,36896.86,868.71,2525377.0,127218.0,,1.21
2020-07-05,342166.0,4451.0,48880.86,635.86,2867543.0,131669.0,,1.21
2020-07-06,0.0,0.0,48880.86,635.86,2867543.0,131669.0,,1.21
2020-07-07,0.0,0.0,48880.86,635.86,2867543.0,131669.0,,1.2
2020-07-08,0.0,0.0,48880.86,635.86,2867543.0,131669.0,,1.2
2020-07-09,0.0,0.0,48880.86,635.86,2867543.0,131669.0,,1.2
2020-07-10,0.0,0.0,48880.86,635.86,2867543.0,131669.0,,1.19
2020-07-11,0.0,0.0,48880.86,635.86,2867543.0,131669.0,,1.18
2020-07-12,392205.0,5529.0,56029.29,789.86,3259748.0,137198.0,,1.18
2020-07-13,0.0,0.0,56029.29,789.86,3259748.0,137198.0,,1.16
2020-07-14,0.0,0.0,56029.29,789.86,3259748.0,137198.0,,1.15
2020-07-15,0.0,0.0,56029.29,789.86,3259748.0,137198.0,33760.0,1.13
2020-07-16,0.0,0.0,56029.29,789.86,3259748.0,137198.0,38539.0,1.11
2020-07-17,0.0,0.0,56029.29,789.86,3259748.0,137198.0,40062.0,1.1
2020-07-18,0.0,0.0,56029.29,789.86,3259748.0,137198.0,40376.0,1.09
2020-07-19,466267.0,6666.0,66609.57,952.29,3726015.0,143864.0,37897.0,1.08
2020-07-20,0.0,0.0,66609.57,952.29,3726015.0,143864.0,41140.0,1.07
2020-07-21,0.0,0.0,66609.57,952.29,3726015.0,143864.0,42195.0,1.06
2020-07-22,0.0,0.0,66609.57,952.29,3726015.0,143864.0,46107.0,1.05
2020-07-23,0.0,0.0,66609.57,952.29,3726015.0,143864.0,47834.0,1.04
2020-07-24,0.0,0.0,66609.57,952.29,3726015.0,143864.0,46748.0,1.03
2020-07-25,0.0,0.0,66609.57,952.29,3726015.0,143864.0,51831.0,1.02
2020-07-26,467901.0,7726.0,66843.0,1103.71,4193916.0,151590.0,43096.0,1.01
2020-07-27,0.0,0.0,66843.0,1103.71,4193916.0,151590.0,47165.0,1.0
2020-07-28,0.0,0.0,66843.0,1103.71,4193916.0,151590.0,48115.0,0.99
2020-07-29,0.0,0.0,66843.0,1103.71,4193916.0,151590.0,45617.0,0.98
2020-07-30,0.0,0.0,66843.0,1103.71,4193916.0,151590.0,46832.0,0.96
2020-07-31,0.0,0.0,66843.0,1103.71,4193916.0,151590.0,46150.0,0.95
2020-08-01,0.0,0.0,66843.0,1103.71,4193916.0,151590.0,50419.0,0.94
2020-08-02,431250.0,8146.0,61607.14,1163.71,4625166.0,159736.0,50238.0,0.93
2020-08-03,0.0,0.0,61607.14,1163.71,4625166.0,159736.0,45291.0,0.93
2020-08-04,0.0,0.0,61607.14,1163.71,4625166.0,159736.0,45134.0,0.94
2020-08-05,0.0,0.0,61607.14,1163.71,4625166.0,159736.0,44663.0,0.94
2020-08-06,0.0,0.0,61607.14,1163.71,4625166.0,159736.0,43891.0,0.95
2020-08-07,0.0,0.0,61607.14,1163.71,4625166.0,159736.0,43210.0,0.96
2020-08-08,0.0,0.0,61607.14,1163.71,4625166.0,159736.0,41593.0,0.97
2020-08-09,375909.0,7799.0,53701.29,1114.14,5001075.0,167535.0,41484.0,0.97
2020-08-10,0.0,0.0,53701.29,1114.14,5001075.0,167535.0,42072.0,0.96
2020-08-11,0.0,0.0,53701.29,1114.14,5001075.0,167535.0,41645.0,0.95
2020-08-12,0.0,0.0,53701.29,1114.14,5001075.0,167535.0,41817.0,0.94
2020-08-13,0.0,0.0,53701.29,1114.14,5001075.0,167535.0,41240.0,0.92
2020-08-14,0.0,0.0,53701.29,1114.14,5001075.0,167535.0,39980.0,0.92
2020-08-15,0.0,0.0,53701.29,1114.14,5001075.0,167535.0,38699.0,0.9
2020-08-16,362662.0,7404.0,51808.86,1057.71,5363737.0,174939.0,38850.0,0.88
2020-08-17,0.0,0.0,51808.86,1057.71,5363737.0,174939.0,39032.0,0.87
2020-08-18,0.0,0.0,51808.86,1057.71,5363737.0,174939.0,38897.0,0.87
2020-08-19,0.0,0.0,51808.86,1057.71,5363737.0,174939.0,38002.0,0.87
2020-08-20,0.0,0.0,51808.86,1057.71,5363737.0,174939.0,37321.0,0.86
2020-08-21,0.0,0.0,51808.86,1057.71,5363737.0,174939.0,35972.0,0.87
2020-08-22,0.0,0.0,51808.86,1057.71,5363737.0,174939.0,34888.0,0.87
2020-08-23,315788.0,6677.0,45112.57,953.86,5679525.0,181616.0,34609.0,0.88
2020-08-24,0.0,0.0,45112.57,953.86,5679525.0,181616.0,34791.0,0.9
2020-08-25,0.0,0.0,45112.57,953.86,5679525.0,181616.0,34479.0,0.91
2020-08-26,0.0,0.0,45112.57,953.86,5679525.0,181616.0,33624.0,0.92
2020-08-27,0.0,0.0,45112.57,953.86,5679525.0,181616.0,33285.0,0.93
2020-08-28,0.0,0.0,45112.57,953.86,5679525.0,181616.0,31898.0,0.93
2020-08-29,0.0,0.0,45112.57,953.86,5679525.0,181616.0,31178.0,0.93
2020-08-30,294946.0,6343.0,42135.14,906.14,5974471.0,187959.0,31075.0,0.93
2020-08-31,0.0,0.0,42135.14,906.14,5974471.0,187959.0,31395.0,0.94
2020-09-01,0.0,0.0,42135.14,906.14,5974471.0,187959.0,31118.0,0.94
2020-09-02,0.0,0.0,42135.14,906.14,5974471.0,187959.0,30827.0,0.94
2020-09-03,0.0,0.0,42135.14,906.14,5974471.0,187959.0,30296.0,0.94
2020-09-04,0.0,0.0,42135.14,906.14,5974471.0,187959.0,29879.0,0.93
2020-09-05,0.0,0.0,42135.14,906.14,5974471.0,187959.0,28845.0,0.92
2020-09-06,295253.0,5705.0,42179.0,815.0,6269724.0,193664.0,28369.0,0.91
2020-09-07,0.0,0.0,42179.0,815.0,6269724.0,193664.0,28589.0,0.9
2020-09-08,0.0,0.0,42179.0,815.0,6269724.0,193664.0,28951.0,0.91
2020-09-09,0.0,0.0,42179.0,815.0,6269724.0,193664.0,28775.0,0.94
2020-09-10,0.0,0.0,42179.0,815.0,6269724.0,193664.0,28065.0,0.96
2020-09-11,0.0,0.0,42179.0,815.0,6269724.0,193664.0,27368.0,0.99
2020-09-12,0.0,0.0,42179.0,815.0,6269724.0,193664.0,26512.0,1.02
2020-09-13,245621.0,4977.0,35088.71,711.0,6515345.0,198641.0,26329.0,1.03
2020-09-14,0.0,0.0,35088.71,711.0,6515345.0,198641.0,26788.0,1.03
2020-09-15,0.0,0.0,35088.71,711.0,6515345.0,198641.0,26935.0,1.03
2020-09-16,0.0,0.0,35088.71,711.0,6515345.0,198641.0,26372.0,1.04
2020-09-17,0.0,0.0,35088.71,711.0,6515345.0,198641.0,26085.0,1.04
2020-09-18,0.0,0.0,35088.71,711.0,6515345.0,198641.0,25833.0,1.05
2020-09-19,0.0,0.0,35088.71,711.0,6515345.0,198641.0,25480.0,1.05
2020-09-20,280977.0,5176.0,40139.57,739.43,6796322.0,203817.0,25543.0,1.04
2020-09-21,0.0,0.0,40139.57,739.43,6796322.0,203817.0,26379.0,1.03
2020-09-22,0.0,0.0,40139.57,739.43,6796322.0,203817.0,26440.0,1.03
2020-09-23,0.0,0.0,40139.57,739.43,6796322.0,203817.0,26484.0,1.03
2020-09-24,0.0,0.0,40139.57,739.43,6796322.0,203817.0,26407.0,1.02
2020-09-25,0.0,0.0,40139.57,739.43,6796322.0,203817.0,26275.0,1.02
2020-09-26,0.0,0.0,40139.57,739.43,6796322.0,203817.0,25904.0,1.02
2020-09-27,304774.0,4776.0,43539.14,682.29,7101096.0,208593.0,25970.0,1.02
2020-09-28,0.0,0.0,43539.14,682.29,7101096.0,208593.0,27021.0,1.03
2020-09-29,0.0,0.0,43539.14,682.29,7101096.0,208593.0,27505.0,1.03
2020-09-30,0.0,0.0,43539.14,682.29,7101096.0,208593.0,27669.0,1.03
2020-10-01,0.0,0.0,43539.14,682.29,7101096.0,208593.0,27478.0,1.04
2020-10-02,0.0,0.0,43539.14,682.29,7101096.0,208593.0,27407.0,1.05
2020-10-03,0.0,0.0,43539.14,682.29,7101096.0,208593.0,27271.0,1.06
2020-10-04,298348.0,4687.0,42621.14,669.57,7399444.0,213280.0,27871.0,1.06
2020-10-05,0.0,0.0,42621.14,669.57,7399444.0,213280.0,28956.0,1.07
2020-10-06,0.0,0.0,42621.14,669.57,7399444.0,213280.0,29999.0,1.09
2020-10-07,0.0,0.0,42621.14,669.57,7399444.0,213280.0,30543.0,1.1
2020-10-08,0.0,0.0,42621.14,669.57,7399444.0,213280.0,31015.0,1.11
2020-10-09,0.0,0.0,42621.14,669.57,7399444.0,213280.0,31207.0,1.11
2020-10-10,0.0,0.0,42621.14,669.57,7399444.0,213280.0,30981.0,1.12
2020-10-11,334249.0,4615.0,47749.86,659.29,7733693.0,217895.0,31435.0,1.12
2020-10-12,0.0,0.0,47749.86,659.29,7733693.0,217895.0,32780.0,1.12
2020-10-13,0.0,0.0,47749.86,659.29,7733693.0,217895.0,33508.0,1.13
2020-10-14,0.0,0.0,47749.86,659.29,7733693.0,217895.0,33936.0,1.14
2020-10-15,0.0,0.0,47749.86,659.29,7733693.0,217895.0,34388.0,1.15
2020-10-16,0.0,0.0,47749.86,659.29,7733693.0,217895.0,34641.0,1.15
2020-10-17,0.0,0.0,47749.86,659.29,7733693.0,217895.0,34322.0,1.15
2020-10-18,387634.0,4801.0,55376.29,685.86,8121327.0,222696.0,35016.0,1.17
2020-10-19,0.0,0.0,55376.29,685.86,8121327.0,222696.0,36432.0,1.18
2020-10-20,0.0,0.0,55376.29,685.86,8121327.0,222696.0,37414.0,1.17
2020-10-21,0.0,0.0,55376.29,685.86,8121327.0,222696.0,38105.0,1.17
2020-10-22,0.0,0.0,55376.29,685.86,8121327.0,222696.0,38849.0,1.18
2020-10-23,0.0,0.0,55376.29,685.86,8121327.0,222696.0,39080.0,1.18
2020-10-24,0.0,0.0,55376.29,685.86,8121327.0,222696.0,39341.0,1.19
2020-10-25,449438.0,5723.0,64205.43,817.57,8570765.0,228419.0,39986.0,1.18
2020-10-26,0.0,0.0,64205.43,817.57,8570765.0,228419.0,41336.0,1.19
2020-10-27,0.0,0.0,64205.43,817.57,8570765.0,228419.0,42272.0,1.2
2020-10-28,0.0,0.0,64205.43,817.57,8570765.0,228419.0,43487.0,1.21
2020-10-29,0.0,0.0,64205.43,817.57,8570765.0,228419.0,44166.0,1.21
2020-10-30,0.0,0.0,64205.43,817.57,8570765.0,228419.0,45075.0,1.22
2020-10-31,0.0,0.0,64205.43,817.57,8570765.0,228419.0,45049.0,1.22
2020-11-01,559394.0,6096.0,79913.43,870.86,9130159.0,234515.0,46054.0,1.24
2020-11-02,0.0,0.0,79913.43,870.86,9130159.0,234515.0,47938.0,1.25
2020-11-03,0.0,0.0,79913.43,870.86,9130159.0,234515.0,49028.0,1.27
2020-11-04,0.0,0.0,79913.43,870.86,9130159.0,234515.0,50468.0,1.27
2020-11-05,0.0,0.0,79913.43,870.86,9130159.0,234515.0,51790.0,1.27
2020-11-06,0.0,0.0,79913.43,870.86,9130159.0,234515.0,52843.0,1.27
2020-11-07,0.0,0.0,79913.43,870.86,9130159.0,234515.0,53822.0,1.28
2020-11-08,790094.0,7204.0,112870.57,1029.14,9920253.0,241719.0,55716.0,1.28
2020-11-09,0.0,0.0,112870.57,1029.14,9920253.0,241719.0,58475.0,1.27
2020-11-10,0.0,0.0,112870.57,1029.14,9920253.0,241719.0,61421.0,1.26
2020-11-11,0.0,0.0,112870.57,1029.14,9920253.0,241719.0,63328.0,1.26
2020-11-12,0.0,0.0,112870.57,1029.14,9920253.0,241719.0,65219.0,1.26
2020-11-13,0.0,0.0,112870.57,1029.14,9920253.0,241719.0,66128.0,1.25
2020-11-14,0.0,0.0,112870.57,1029.14,9920253.0,241719.0,67220.0,1.24
2020-11-15,1004845.0,8717.0,143549.29,1245.29,10925098.0,250436.0,69518.0,1.22
2020-11-16,0.0,0.0,143549.29,1245.29,10925098.0,250436.0,73100.0,1.21
2020-11-17,0.0,0.0,143549.29,1245.29,10925098.0,250436.0,75499.0,1.19
2020-11-18,0.0,0.0,143549.29,1245.29,10925098.0,250436.0,77320.0,1.18
2020-11-19,0.0,0.0,143549.29,1245.29,10925098.0,250436.0,78344.0,1.17
2020-11-20,0.0,0.0,143549.29,1245.29,10925098.0,250436.0,79739.0,1.15
2020-11-21,0.0,0.0,143549.29,1245.29,10925098.0,250436.0,79864.0,1.13
2020-11-22,1175483.0,10820.0,167926.14,1545.71,12100581.0,261256.0,81798.0,1.12
2020-11-23,0.0,0.0,167926.14,1545.71,12100581.0,261256.0,84179.0,1.1
2020-11-24,0.0,0.0,167926.14,1545.71,12100581.0,261256.0,86042.0,1.08
2020-11-25,0.0,0.0,167926.14,1545.71,12100581.0,261256.0,87127.0,1.05
2020-11-26,0.0,0.0,167926.14,1545.71,12100581.0,261256.0,86555.0,1.04
2020-11-27,0.0,0.0,167926.14,1545.71,12100581.0,261256.0,88105.0,1.05
2020-11-28,0.0,0.0,167926.14,1545.71,12100581.0,261256.0,89606.0,1.06
2020-11-29,1162401.0,11950.0,166057.29,1707.14,13262982.0,273206.0,92453.0,1.07
2020-11-30,0.0,0.0,166057.29,1707.14,13262982.0,273206.0,95096.0,1.09
2020-12-01,0.0,0.0,166057.29,1707.14,13262982.0,273206.0,96674.0,1.11
2020-12-02,0.0,0.0,166057.29,1707.14,13262982.0,273206.0,97842.0,1.12
2020-12-03,0.0,0.0,166057.29,1707.14,13262982.0,273206.0,97853.0,1.13
2020-12-04,0.0,0.0,166057.29,1707.14,13262982.0,273206.0,98143.0,1.13
2020-12-05,0.0,0.0,166057.29,1707.14,13262982.0,273206.0,97247.0,1.13
2020-12-06,1280932.0,14801.0,182990.29,2114.43,14543914.0,288007.0,98654.0,1.12
2020-12-07,0.0,0.0,182990.29,2114.43,14543914.0,288007.0,101028.0,1.12
2020-12-08,0.0,0.0,182990.29,2114.43,14543914.0,288007.0,102304.0,1.11
2020-12-09,0.0,0.0,182990.29,2114.43,14543914.0,288007.0,104371.0,1.1
2020-12-10,0.0,0.0,182990.29,2114.43,14543914.0,288007.0,105048.0,1.09
2020-12-11,0.0,0.0,182990.29,2114.43,14543914.0,288007.0,105653.0,1.08
2020-12-12,0.0,0.0,182990.29,2114.43,14543914.0,288007.0,105358.0,1.07
2020-12-13,1468482.0,17714.0,209783.14,2530.57,16012396.0,305721.0,107402.0,1.07
2020-12-14,0.0,0.0,209783.14,2530.57,16012396.0,305721.0,109689.0,1.06
2020-12-15,0.0,0.0,209783.14,2530.57,16012396.0,305721.0,110996.0,1.05
2020-12-16,0.0,0.0,209783.14,2530.57,16012396.0,305721.0,111997.0,1.04
2020-12-17,0.0,0.0,209783.14,2530.57,16012396.0,305721.0,112445.0,1.03
2020-12-18,0.0,0.0,209783.14,2530.57,16012396.0,305721.0,112114.0,1.02
2020-12-19,0.0,0.0,209783.14,2530.57,16012396.0,305721.0,111037.0,1.0
2020-12-20,1517928.0,18866.0,216846.86,2695.14,17530324.0,324587.0,112401.0,0.99
2020-12-21,0.0,0.0,216846.86,2695.14,17530324.0,324587.0,114649.0,0.98
2020-12-22,0.0,0.0,216846.86,2695.14,17530324.0,324587.0,117528.0,0.96
2020-12-23,0.0,0.0,216846.86,2695.14,17530324.0,324587.0,118106.0,0.95
2020-12-24,0.0,0.0,216846.86,2695.14,17530324.0,324587.0,116274.0,0.93
2020-12-25,0.0,0.0,216846.86,2695.14,17530324.0,324587.0,113496.0,0.93
2020-12-26,0.0,0.0,216846.86,2695.14,17530324.0,324587.0,115521.0,0.95
2020-12-27,1360122.0,18333.0,194303.14,2619.0,18890446.0,342920.0,118988.0,0.97
2020-12-28,0.0,0.0,194303.14,2619.0,18890446.0,342920.0,121425.0,1.0
2020-12-29,0.0,0.0,194303.14,2619.0,18890446.0,342920.0,122665.0,1.03
2020-12-30,0.0,0.0,194303.14,2619.0,18890446.0,342920.0,123922.0,1.06
2020-12-31,0.0,0.0,194303.14,2619.0,18890446.0,342920.0,123347.0,1.08
2021-01-01,0.0,0.0,194303.14,2619.0,18890446.0,342920.0,121053.0,1.08
2021-01-02,0.0,0.0,194303.14,2619.0,18890446.0,342920.0,122668.0,1.09
